Response ID,FOLIO,80 aniversario,Programa,Nombre completo del último programa del que egresó:,Escuela,Nivel,Año en que egresó del último programa :,Decada,Quinteta,Campus,Usted es:,Promedio
R_3QVrfVYIwMIUmxr,LEMMTY25696,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,1985,80´s,80´s - 2,ITESM Campus Monterrey,Hombre,-
R_2WJfZAxIaFDCMQl,IISLAG17122,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,1982,80´s,80´s - 1,ITESM Campus Laguna,Hombre,0
R_3CTMIhhVjwX7Z7Q,LAEMTY25116,R_AgoLqKTcxR5XoNH,LAE,Licenciado en Administración de Empresas,Negocios,Profesional,1985,80´s,80´s - 2,ITESM Campus Monterrey,Hombre,-
R_3Mhhgv0C2strgGB,MAMTY25678,-,MA,Maestría en Administración,Negocios,Maestría,1988,80´s,80´s - 2,ITESM Campus Monterrey,Hombre,-
R_3CDRmsHQFVfpbwj,IECMTY15646,-,IEC,Ingeniero en Electrónica y Comunicaciones,Ingeniería y Ciencias,Profesional,Sin dato,Sin dato,Sin dato,ITESM Campus Monterrey,Hombre,-
R_3093qo5iBa3aYhM,MSCLAG23914,R_2S6UV74rMy08IIt,MSC,Maestría en C.E.Sis. Computac.,Ingeniería y Ciencias,Maestría,1987,80´s,80´s - 2,ITESM Campus Laguna,Hombre,-
R_UbFvgrtYd6FlfMt,LSCMTY25812,R_1Iv0n3fhtllq4NF,LSC,Licenciado en Sistemas de Computación Administrativa,Ingeniería y Ciencias,Profesional,1986,80´s,80´s - 2,ITESM Campus Monterrey,Hombre,-
R_1dzeevP0WaukSsM,LSCMTY15708,-,LSC,Licenciado en Sistemas de Computación Administrativa,Ingeniería y Ciencias,Profesional,1980,80´s,80´s - 1,ITESM Campus Monterrey,Mujer,-
R_SZPsT1YdiEGIB6p,IECMTY26258,-,IEC,Ingeniero en Electrónica y Comunicaciones,Ingeniería y Ciencias,Profesional,1985,80´s,80´s - 2,ITESM Campus Monterrey,Hombre,-
R_XNWJjAA5FgLJ649,IAAMTY23531,-,IAA,Ingeniero Agrónomo Administrador,Ingeniería y Ciencias,Profesional,1984,80´s,80´s - 1,ITESM Campus Monterrey,Hombre,-
R_10YllfBhA7RDNfO,IAZMTY9970,-,IAZ,Ingeniero Agrónomo Zootecnista,Ingeniería y Ciencias,Profesional,1974,70´s,70´s - 1,ITESM Campus Monterrey,Hombre,-
R_1LTljxbkD6BvDEf,MACCM20264,R_1MVO6zvEGje1tWm,MA,Maestría en Administración,Negocios,Maestría,1978,70´s,70´s - 2,ITESM Campus Ciudad de México,Hombre,-
R_2dZ8UcndMn8XUim,LAEMTY23461,-,LAE,Licenciado en Administración de Empresas,Negocios,Profesional,Sin dato,Sin dato,Sin dato,ITESM Campus Monterrey,Hombre,-
R_3neMQTzkrtlwiiq,LECMTY7280,-,LEC,Licenciado en Economía,Gobierno y Ciencias Sociales,Profesional,1976,70´s,70´s - 2,ITESM Campus Monterrey,Mujer,-
R_6DPX6Sw9iJqID4J,IISMTY16888,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,1982,80´s,80´s - 1,ITESM Campus Monterrey,Mujer,-
R_r2UF1cAIpf9hmDL,IMAMTY28344,-,IMA,Ingeniero Mecánico Administrador,Ingeniería y Ciencias,Profesional,1987,80´s,80´s - 2,ITESM Campus Monterrey,Hombre,-
R_1LOGLPRe4I8CdKn,IMAMTY13974,R_3Etc56hM9zeFBFV,IMA,Ingeniero Mecánico Administrador,Ingeniería y Ciencias,Profesional,1979,70´s,70´s - 2,ITESM Campus Monterrey,Hombre,-
R_V4IOxPKOjyaHwl3,LSCMTY23989,-,LSC,Licenciado en Sistemas de Computación Administrativa,Ingeniería y Ciencias,Profesional,1983,80´s,80´s - 1,ITESM Campus Monterrey,Mujer,-
R_xi8HW2Dvw3x4mFb,MACCM20813,R_25ycj1a7Z6eMoEK,MA,Maestría en Administración,Negocios,Maestría,1982,80´s,80´s - 1,ITESM Campus Ciudad de México,Hombre,-
R_bCxqKaM26O4mtpf,ISCMTY28550,R_1BQQJ7exESOIIR4,ISC,Ingeniero en Sistemas Computacionales,Ingeniería y Ciencias,Profesional,1988,80´s,80´s - 2,ITESM Campus Monterrey,Hombre,0
R_2B3W8V6vIHYKz7C,LEMMTY13854,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,1979,70´s,70´s - 2,ITESM Campus Monterrey,Hombre,-
R_RxeB2G1VLCF1NiV,MAMTY30979,-,MA,Maestría en Administración,Negocios,Maestría,1994,90´s,90´s - 1,ITESM Campus Monterrey,Mujer,-
R_1Dprhf2ncekBvXc,IMAMTY24936,-,IMA,Ingeniero Mecánico Administrador,Ingeniería y Ciencias,Profesional,1986,80´s,80´s - 2,ITESM Campus Monterrey,Hombre,-
R_1KxufJHTNRPAJls,IECMTY29625,-,IEC,Ingeniero en Electrónica y Comunicaciones,Ingeniería y Ciencias,Profesional,Sin dato,Sin dato,Sin dato,ITESM Campus Monterrey,Mujer,-
R_3pakTpssqUrLdSK,MAMTY16566,-,MA,Maestría en Administración,Negocios,Maestría,1985,80´s,80´s - 2,ITESM Campus Monterrey,Hombre,-
R_129fUi5JqBW8NSP,IQAMTY26065,R_3RaPR7qYdfM0LKk,IQA,Ingeniero Químico Administrador,Ingeniería y Ciencias,Profesional,1986,80´s,80´s - 2,ITESM Campus Monterrey,Hombre,-
R_eX5hVV8rXEpo5tT,ARQMTY23623,-,ARQ,Arquitecto,Arquitectura y Diseño,Profesional,1984,80´s,80´s - 1,ITESM Campus Monterrey,Hombre,-
R_10ZXHnjc9jh1KAx,IISMTY30732,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,1989,80´s,80´s - 2,ITESM Campus Monterrey,Hombre,-
R_1mRi8l3rrlm6ARh,IMEMTY31576,-,IME,Ingeniero Mecánico Electricista,Ingeniería y Ciencias,Profesional,1991,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,-
R_ULUqslnmy2hqp69,LAECVA30535,R_1EaLOOm6nBlkq4I,LAE,Licenciado en Administración de Empresas,Negocios,Profesional,1990,90´s,90´s - 1,ITESM Campus Cuernavaca,Mujer,-
R_2fj7ebLMtytMg7T,IMEMTY29806,R_2a8nhqeLdbFM63q,IME,Ingeniero Mecánico Electricista,Ingeniería y Ciencias,Profesional,Sin dato,Sin dato,Sin dato,ITESM Campus Monterrey,Hombre,-
R_3HZd2CtRb5zABIp,MSCCHI23453,-,MSC,Maestría en C.E.Sis. Computac.,Ingeniería y Ciencias,Maestría,1989,80´s,80´s - 2,ITESM Campus Chihuahua,Hombre,-
R_2EhPurNZClpD9qM,MICMTY22109,R_qXk9LyrhzgXXih3,MIC,Maestría en Ingeniería Computacional,Ingeniería y Ciencias,Maestría,1986,80´s,80´s - 2,ITESM Campus Monterrey,Hombre,-
R_2YkWbwGXrHSB0MA,IISCEM19674,R_3lFEAFBjt6lDRwR,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,1981,80´s,80´s - 1,ITESM Campus Estado de México,Hombre,-
R_3PcY2Pjulgo34Nc,ARQMTY1349,R_238NpxNFDBbxnK8,ARQ,Arquitecto,Arquitectura y Diseño,Profesional,1962,60´s,60´s - 1,ITESM Campus Monterrey,Hombre,-
R_2TYPxJpOtjKLZfL,IISMTY27348,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,1987,80´s,80´s - 2,ITESM Campus Monterrey,Hombre,-
R_3ndCQ07cHFcDUcK,LAEMTY16078,-,LAE,Licenciado en Administración de Empresas,Negocios,Profesional,1979,70´s,70´s - 2,ITESM Campus Monterrey,Hombre,-
R_8C7GHQTV79Euw93,LSCMTY32502,-,LSC,Licenciado en Sistemas de Computación Administrativa,Ingeniería y Ciencias,Profesional,1992,90´s,90´s - 1,ITESM Campus Monterrey,Mujer,-
R_ptsWRCQvvQ0j2St,IAAMTY29275,-,IAA,Ingeniero Agrónomo Administrador,Ingeniería y Ciencias,Profesional,Sin dato,Sin dato,Sin dato,ITESM Campus Monterrey,Mujer,-
R_2dVZg3y71SCIk6E,IMELAG31234,-,IME,Ingeniero Mecánico Electricista,Ingeniería y Ciencias,Profesional,2013,01´s,01´s - 1,ITESM Campus Laguna,Hombre,-
R_WCjs5ZueibNQzWV,ICMTY31940,-,IC,Ingeniero Civil,Ingeniería y Ciencias,Profesional,1991,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,-
R_3Gg3D33uFG5bRJ9,ARQMTY13696,-,ARQ,Arquitecto,Arquitectura y Diseño,Profesional,1977,70´s,70´s - 2,ITESM Campus Monterrey,Hombre,-
R_01g9s5hbnCdy5oZ,EAEEGADE20496,-,EAE,Especialidad en Administración Energética,Negocios,Especialidad,2017,01´s,01´s - 2,Sede EGADE Business School,Hombre,-
R_3GqUeADMYX8fGU4,ISEMTY26329,R_bIvLmDK0LlJZiKd,ISE,Ingeniero en Sistemas Electrónicos,Ingeniería y Ciencias,Profesional,1985,80´s,80´s - 2,ITESM Campus Monterrey,Hombre,-
R_1f8m0adazEVAN9B,LAEMTY31732,-,LAE,Licenciado en Administración de Empresas,Negocios,Profesional,1991,90´s,90´s - 1,ITESM Campus Monterrey,Mujer,-
R_2WTk1BVvMfh6eUw,CPMTY23582,-,CP,Licenciado en Contaduría Pública y Finanzas,Negocios,Profesional,1983,80´s,80´s - 1,ITESM Campus Monterrey,Hombre,-
R_1pXKpCzdum8gbRu,MSMMTY31567,R_rqgpdAdwLYDuChb,MSM,Maestría en Ciencias con especialidad en Sistemas de Manufactura,Ingeniería y Ciencias,Maestría,Sin dato,Sin dato,Sin dato,ITESM Campus Monterrey,Hombre,-
R_3Mif2HLdcXiHvze,LCCMTY12814,-,LCC,Licenciado en Ciencias de la Comunicación,Humanidades y Educación,Profesional,1977,70´s,70´s - 2,ITESM Campus Monterrey,Mujer,-
R_sdsMJaYyxwOr0Zj,LAEMTY27914,-,LAE,Licenciado en Administración de Empresas,Negocios,Profesional,1987,80´s,80´s - 2,ITESM Campus Monterrey,Hombre,-
R_2Qu55BHUevVVFaG,IQAMTY8169,-,IQA,Ingeniero Químico Administrador,Ingeniería y Ciencias,Profesional,1974,70´s,70´s - 1,ITESM Campus Monterrey,Hombre,-
R_1poGOdijmFwYHWA,IQSMTY27818,-,IQS,Ingeniero Químico y de Sistemas,Ingeniería y Ciencias,Profesional,1987,80´s,80´s - 2,ITESM Campus Monterrey,Hombre,-
R_Dwy2c8fTPWDHSLf,LEMMTY22740,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,1982,80´s,80´s - 1,ITESM Campus Monterrey,Mujer,-
R_10T5pdmqtMWjDzY,IFIMTY34091,-,IFI,Ingeniero Físico Industrial,Ingeniería y Ciencias,Profesional,1992,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,-
R_25sIaHOPNFJXpN2,MAMTY33291,-,MA,Maestría en Administración,Negocios,Maestría,1997,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,0
R_1Qub0i6nVEqfxAj,ISCMTY32365,-,ISC,Ingeniero en Sistemas Computacionales,Ingeniería y Ciencias,Profesional,Sin dato,Sin dato,Sin dato,ITESM Campus Monterrey,Hombre,-
R_28PdMKB8T9pm5WQ,CPMTY33040,-,CP,Licenciado en Contaduría Pública y Finanzas,Negocios,Profesional,1991,90´s,90´s - 1,ITESM Campus Monterrey,Mujer,-
R_R8NT9jRBX87uARX,MAIMTY34786,R_31n2D2t1lWLRSqd,MAI,Maestría en Administración de Sistemas de Información,Ingeniería y Ciencias,Maestría,1996,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,0
R_23TV86h7MiIVzF9,IQAMTY7102,R_3G8krdyAWVbWXjY,IQA,Ingeniero Químico Administrador,Ingeniería y Ciencias,Profesional,1971,70´s,70´s - 1,ITESM Campus Monterrey,Hombre,-
R_ey2jVl3OyaNh0zv,CPMTY25133,R_21nqvrgtCKAEfbX,CP,Licenciado en Contaduría Pública y Finanzas,Negocios,Profesional,1984,80´s,80´s - 1,ITESM Campus Monterrey,Mujer,-
R_1r8sAoP9v9bu8DU,MAMTY22926,R_2BaMH4GAxoRHOqp,MA,Maestría en Administración,Negocios,Maestría,1991,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,-
R_1odmDmpGKrrVKA1,ISCMTY12260,-,ISC,Ingeniero en Sistemas Computacionales,Ingeniería y Ciencias,Profesional,1976,70´s,70´s - 2,ITESM Campus Monterrey,Hombre,-
R_yDzz09Ru0GsVxxD,MAMTY32630,-,MA,Maestría en Administración,Negocios,Maestría,1998,90´s,90´s - 2,ITESM Campus Monterrey,Mujer,0
R_XpNxwz6kKofQhyh,LSCMTY22826,-,LSC,Licenciado en Sistemas de Computación Administrativa,Ingeniería y Ciencias,Profesional,1981,80´s,80´s - 1,ITESM Campus Monterrey,Mujer,-
R_1Nm2Ky57cv4MJFI,MAMTY18800,-,MA,Maestría en Administración,Negocios,Maestría,1986,80´s,80´s - 2,ITESM Campus Monterrey,Hombre,-
R_2dGChkiSvZhz672,LCOMTY15133,R_2v18peVnSEygDew,LCO,Licenciado en Ciencias de la Comunidad,Gobierno y Ciencias Sociales,Profesional,1979,70´s,70´s - 2,ITESM Campus Monterrey,Mujer,-
R_20TlRp109TEzs6M,MACCM13106,-,MA,Maestría en Administración,Negocios,Maestría,1980,80´s,80´s - 1,ITESM Campus Ciudad de México,Hombre,-
R_DLWh79dWL4dsdkB,LSCMTY30549,-,LSC,Licenciado en Sistemas de Computación Administrativa,Ingeniería y Ciencias,Profesional,1990,90´s,90´s - 1,ITESM Campus Monterrey,Mujer,-
R_3IWRFCa1o4K8aRc,IMAMTY11056,-,IMA,Ingeniero Mecánico Administrador,Ingeniería y Ciencias,Profesional,1975,70´s,70´s - 2,ITESM Campus Monterrey,Hombre,-
R_3dLE6yGJ2Z2PU97,ARQMTY30808,-,ARQ,Arquitecto,Arquitectura y Diseño,Profesional,1990,90´s,90´s - 1,ITESM Campus Monterrey,Mujer,-
R_1Cq1Owpz10kwRAu,MIAMTY31375,R_2VBXT8VE34Vfk3I,MIA,Maestría en Ciencias con especialidad en Ingeniería Ambiental,Ingeniería y Ciencias,Maestría,1994,90´s,90´s - 1,ITESM Campus Monterrey,Mujer,-
R_3QWaxyTlJ0GnpGf,MACDJ30456,R_26l2Kqx4tsuBshc,MA,Maestría en Administración,Negocios,Maestría,1999,90´s,90´s - 2,ITESM Campus Ciudad Juárez,Hombre,0
R_RmoxHJH0dccymHL,ISCMTY35092,-,ISC,Ingeniero en Sistemas Computacionales,Ingeniería y Ciencias,Profesional,1993,90´s,90´s - 1,ITESM Campus Monterrey,Mujer,-
R_3lS2jEse51y1Hn3,LAEMTY33592,-,LAE,Licenciado en Administración de Empresas,Negocios,Profesional,1994,90´s,90´s - 1,ITESM Campus Monterrey,Mujer,-
R_2AX4bRFW4HUd4r6,IISMTY28010,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,1987,80´s,80´s - 2,ITESM Campus Monterrey,Mujer,-
R_3n8VsUXDHrFCtnX,MAMTY30286,-,MA,Maestría en Administración,Negocios,Maestría,1996,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,0
R_PCE7AMuQbtyFDQR,MAEMTY10992,-,MAE,Maestría en Administración,Negocios,Maestría,Sin dato,Sin dato,Sin dato,ITESM Campus Monterrey,Hombre,-
R_2uQk84BXQt3P02W,LSCMTY13291,-,LSC,Licenciado en Sistemas de Computación Administrativa,Ingeniería y Ciencias,Profesional,1976,70´s,70´s - 2,ITESM Campus Monterrey,Hombre,-
R_1H7VgeGsPHRoNRg,MTI-14375,-,MTI,Maestría en Administración de Tecnologías de Información,Ingeniería y Ciencias,Maestría,2008,00´s,00´s - 2,Universidad TecVirtual,Hombre,-
R_2R2DxzC67G4watE,IBPMTY31213,R_1dE3QItkEHIWZ6y,IBP,Ingeniero Bioquímico Administrador en Procesado de Alimentos,Ingeniería y Ciencias,Profesional,Sin dato,Sin dato,Sin dato,ITESM Campus Monterrey,Hombre,-
R_a03zKn8lWvayeel,ISCMTY33457,-,ISC,Ingeniero en Sistemas Computacionales,Ingeniería y Ciencias,Profesional,1993,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,0
R_2OJ6IRxRwFScJRQ,LEMMTY35600,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,2000,00´s,00´s - 1,ITESM Campus Monterrey,Mujer,0
R_vubZZNEj7ZT24SZ,MCESIN37847,R_3EuUlps3NNvW1nf,MCE,Maestría en Comercio Electrónico,Negocios,Maestría,2003,00´s,00´s - 1,ITESM Campus Sinaloa,Hombre,0
R_33EaJHvZQcuYnF6,ISCMTY16695,-,ISC,Ingeniero en Sistemas Computacionales,Ingeniería y Ciencias,Profesional,1978,70´s,70´s - 2,ITESM Campus Monterrey,Mujer,-
R_0v9emzMS70voH7j,IMEMTY26212,-,IME,Ingeniero Mecánico Electricista,Ingeniería y Ciencias,Profesional,1986,80´s,80´s - 2,ITESM Campus Monterrey,Hombre,-
R_296e3aH0rhvV2gr,ICMTY1925,-,IC,Ingeniero Civil,Ingeniería y Ciencias,Profesional,1962,60´s,60´s - 1,ITESM Campus Monterrey,Hombre,-
R_24C6gVq8UQHYgRb,ARQMTY4972,-,ARQ,Arquitecto,Arquitectura y Diseño,Profesional,1971,70´s,70´s - 1,ITESM Campus Monterrey,Hombre,-
R_w5UKo5pZEsXYYvv,MBAEGADE37513,-,MBA,Maestría en Administración y Dirección de Empresas,Negocios,Maestría,2017,01´s,01´s - 2,Sede EGADE Business School,Hombre,-
R_1IQn7ApdNziK1XQ,CPMTY17706,-,CP,Licenciado en Contaduría Pública y Finanzas,Negocios,Profesional,1983,80´s,80´s - 1,ITESM Campus Monterrey,Mujer,-
R_3L74RZP9SGRq6bR,LCCMTY35413,-,LCC,Licenciado en Ciencias de la Comunicación,Humanidades y Educación,Profesional,1993,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,-
R_1pnevAqlMjPlue5,MAFMTY36862,R_2xPLoUEbDRWu6ok,MAF,Maestría en Finanzas,Negocios,Maestría,2000,00´s,00´s - 1,ITESM Campus Monterrey,Hombre,0
R_2v2rWZRIdTCqXEu,ICMTY37930,-,IC,Ingeniero Civil,Ingeniería y Ciencias,Profesional,1999,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,0
R_2rVnGI49fFQxfol,METMTY38987,-,MET,Maestría en Estadística Aplicada,Ingeniería y Ciencias,Maestría,2004,00´s,00´s - 1,ITESM Campus Monterrey,Hombre,0
R_zTpbagbT0raINpL,LECMTY35379,R_33wjHLuQYct2MVY,LEC,Licenciado en Economía,Gobierno y Ciencias Sociales,Profesional,1994,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,-
R_u3tnCvxm47HHWNz,MINMTY33985,-,MIN,Maestría en Ciencias con Especialidad en Ingeniería Industrial,Ingeniería y Ciencias,Maestría,1989,80´s,80´s - 2,ITESM Campus Monterrey,Hombre,-
R_3PjjR3Z5ncYpY3D,LEDMTY40027,R_sZmSq5xN9ORGxix,LED,Licenciado en Derecho,Gobierno y Ciencias Sociales,Profesional,1997,90´s,90´s - 2,ITESM Campus Monterrey,Mujer,0
R_2xRXtaa7vgc6jFJ,MIP-35956,-,MIP,Maestría en Ingeniería con especialidad en Sistemas de Calidad y Productividad,Ingeniería y Ciencias,Maestría,2016,01´s,01´s - 2,Universidad TecVirtual,Mujer,-
R_2feQoWH6Qv3jIxj,IECMTY31566,-,IEC,Ingeniero en Electrónica y Comunicaciones,Ingeniería y Ciencias,Profesional,1990,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,-
R_1IaWVBrsX0U3tr0,IMEMTY36515,R_2UitC9pDyHKnt9I,IME,Ingeniero Mecánico Electricista,Ingeniería y Ciencias,Profesional,1995,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,-
R_VI0Q395cRjd3ZMR,LEMMTY39882,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,1997,90´s,90´s - 2,ITESM Campus Monterrey,Mujer,0
R_12SjS1YHxYLNaB5,LECMTY33915,-,LEC,Licenciado en Economía,Gobierno y Ciencias Sociales,Profesional,1992,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,-
R_1pxwqIbl8AYAidF,CPMTY13679,-,CP,Licenciado en Contaduría Pública y Finanzas,Negocios,Profesional,1977,70´s,70´s - 2,ITESM Campus Monterrey,Hombre,-
R_3GrIJ4uk6T9zLhY,LEMMTY33297,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,1992,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,-
R_3JwpkcaE6UWinZy,LINMTY38536,-,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,1996,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,0
R_T7AKhL1pb4SZjZn,IAPMTY20052,-,IAP,Ingeniero Agrónomo en Producción,Ingeniería y Ciencias,Profesional,1984,80´s,80´s - 1,ITESM Campus Monterrey,Hombre,-
R_eXWc3Uorz7OJvQR,MAMTY41149,-,MA,Maestría en Administración,Negocios,Maestría,2002,00´s,00´s - 1,ITESM Campus Monterrey,Hombre,0
R_2bJCMoPVqgo6ykA,MAMTY28869,R_3dPV6DzZzZsIjKK,MA,Maestría en Administración,Negocios,Maestría,1993,90´s,90´s - 1,ITESM Campus Monterrey,Mujer,-
R_2R3MpZdhqazYWUy,CPMTY7760,-,CP,Licenciado en Contaduría Pública y Finanzas,Negocios,Profesional,1971,70´s,70´s - 1,ITESM Campus Monterrey,Hombre,-
R_3NV82EBwi1gutXP,ARQMTY39364,-,ARQ,Arquitecto,Arquitectura y Diseño,Profesional,1997,90´s,90´s - 2,ITESM Campus Monterrey,Mujer,0
R_3Ib2DyMcwGzxVh2,LSCMTY36643,-,LSC,Licenciado en Sistemas de Computación Administrativa,Ingeniería y Ciencias,Profesional,1995,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,-
R_PzDARpcDXQ0NxUl,IQAMTY34931,-,IQA,Ingeniero Químico Administrador,Ingeniería y Ciencias,Profesional,1994,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,-
R_qx8XAwoO8hXhTXP,MA-36240,R_8cPYPo7PDc0xTAR,MA,Maestría en Administración,Negocios,Maestría,2010,01´s,01´s - 1,ITESM Universidad Virtual,Hombre,-
R_263wwjfKaySHaMu,ISEMTY30352,-,ISE,Ingeniero en Sistemas Electrónicos,Ingeniería y Ciencias,Profesional,1990,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,-
R_28TI5Gb5knusfUK,LSCMTY15713,R_cD4jU7u8RNggRJD,LSC,Licenciado en Sistemas de Computación Administrativa,Ingeniería y Ciencias,Profesional,1981,80´s,80´s - 1,ITESM Campus Monterrey,Hombre,-
R_3oTvecedxoF9K8b,IECMTY41969,-,IEC,Ingeniero en Electrónica y Comunicaciones,Ingeniería y Ciencias,Profesional,1999,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,0
R_3nI7RtkLT5DWYn9,LAEMTY7814,-,LAE,Licenciado en Administración de Empresas,Negocios,Profesional,1974,70´s,70´s - 1,ITESM Campus Monterrey,Hombre,-
R_2dfHqMaN4Uppgi0,MAMTY46272,R_3nxEDjzwNFy4PZu,MA,Maestría en Administración,Negocios,Maestría,1994,90´s,90´s - 1,ITESM Campus Monterrey,Mujer,0
R_3JaXGmydnTQMIy1,LAEMTY5354,-,LAE,Licenciado en Administración de Empresas,Negocios,Profesional,1969,60´s,60´s - 2,ITESM Campus Monterrey,Hombre,-
R_2YQaydiaLvVQuqv,MCAMTY9770,-,MCA,Maestría en ciencias administrativas,Negocios,Maestría,Sin dato,Sin dato,Sin dato,ITESM Campus Monterrey,Hombre,-
R_3jSAx12SC2OId76,MCMTY25258,-,MC,Médico Cirujano,Medicina y Ciencias de la salud,Profesional,1990,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,-
R_3KUuETWwWqFkDVg,ISEMTY19002,-,ISE,Ingeniero en Sistemas Electrónicos,Ingeniería y Ciencias,Profesional,1981,80´s,80´s - 1,ITESM Campus Monterrey,Hombre,-
R_1FqQeTsHZ2iDraE,IECMTY48980,-,IEC,Ingeniero en Electrónica y Comunicaciones,Ingeniería y Ciencias,Profesional,1997,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,0
R_Z1RljCWKR7COgsF,LEMMTY43512,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,1985,80´s,80´s - 2,ITESM Campus Monterrey,Mujer,-
R_2P707yVMA5kERvl,LCCMTY12885,-,LCC,Licenciado en Ciencias de la Comunicación,Humanidades y Educación,Profesional,Sin dato,Sin dato,Sin dato,ITESM Campus Monterrey,Hombre,-
R_x4VsrmLuFc9mvSN,CPCOB51049,R_1nU4TE9xVEIEakJ,CP,Licenciado en Contaduría Pública y Finanzas,Negocios,Profesional,1991,90´s,90´s - 1,ITESM Campus Ciudad Obregón,Hombre,-
R_ehbisaIAgnrTjgt,LEMMTY48782,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,1996,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,0
R_2VNEO0ERei36mid,IMAMTY34353,-,IMA,Ingeniero Mecánico Administrador,Ingeniería y Ciencias,Profesional,1992,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,-
R_2YfVpxjtn1NyiJ2,IQSMTY48817,-,IQS,Ingeniero Químico y de Sistemas,Ingeniería y Ciencias,Profesional,1994,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,-
R_sRporj4sOGXmdot,LECMTY48487,-,LEC,Licenciado en Economía,Gobierno y Ciencias Sociales,Profesional,1994,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,-
R_3HNe0RuP09iFpJo,LCCQRO53592,-,LCC,Licenciado en Ciencias de la Comunicación,Humanidades y Educación,Profesional,1984,80´s,80´s - 1,ITESM Campus Querétaro,Mujer,-
R_RELYNqbPaM9xiHD,LINQRO56976,-,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,1995,90´s,90´s - 2,ITESM Campus Querétaro,Hombre,-
R_29idmxjbL9b6WjB,LAFCHI30323,-,LAF,Licenciado en Administración Financiera,Negocios,Profesional,1991,90´s,90´s - 1,ITESM Campus Chihuahua,Hombre,-
R_2wb2dzW8bZ90bcw,ISCCEM19584,-,ISC,Ingeniero en Sistemas Computacionales,Ingeniería y Ciencias,Profesional,1981,80´s,80´s - 1,ITESM Campus Estado de México,Hombre,-
R_1IMIRW8evuVuuMb,IBGYM13383,-,IB,Ingeniero Bioquímico,Ingeniería y Ciencias,Profesional,1977,70´s,70´s - 2,ITESM Campus Guaymas,Hombre,-
R_OIl78ns2AmgtQGd,MSMMTY28307,-,MSM,Maestría en Ciencias con especialidad en Sistemas de Manufactura,Ingeniería y Ciencias,Maestría,2009,00´s,00´s - 2,ITESM Campus Monterrey,Hombre,-
R_3MEXAekDU5PRWDX,LINMTY48436,-,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,1996,90´s,90´s - 2,ITESM Campus Monterrey,Mujer,0
R_2XjSdr3W4qdnbF3,IISMTY42001,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,1999,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,0
R_1pukCIiqepr2YOa,ARQQRO57071,-,ARQ,Arquitecto,Arquitectura y Diseño,Profesional,1998,90´s,90´s - 2,ITESM Campus Querétaro,Hombre,0
R_3ps5FzPoNs0yRKI,LLIMTY29592,-,LLI,Licenciado en Lengua Inglesa,Humanidades y Educación,Profesional,Sin dato,Sin dato,Sin dato,ITESM Campus Monterrey,Mujer,-
